longitude_list,latitude_list,sflux_data_list
185.0,80.0,6.939422087120588e-14
185.0,85.0,7.540304919751963e-14
185.0,90.0,7.731334004579847e-14
190.0,-90.0,1.656027526828101e-14
190.0,-85.0,2.5143634505043667e-14
190.0,-80.0,2.5020123715745424e-14
190.0,-75.0,3.0371393856888707e-14
190.0,-70.0,4.6609566960072624e-14
190.0,-65.0,6.616906253057295e-14
190.0,-60.0,7.940793207713057e-14
190.0,-55.0,1.0028641073783048e-13
190.0,-50.0,1.7099085957518392e-13
190.0,-45.0,2.6879028093783653e-13
190.0,-40.0,2.4617651389778627e-13
190.0,-35.0,1.9256314215297613e-13
190.0,-30.0,1.6458863322784834e-13
190.0,-25.0,1.1515304275448958e-13
190.0,-20.0,1.0245965771772998e-13
190.0,-15.0,1.1025545256606079e-13
190.0,-10.0,1.3194819581129695e-13
190.0,-5.0,2.0452586231844304e-14
190.0,0.0,2.4032161272108536e-15
190.0,5.0,7.790455462819094e-14
190.0,10.0,1.234184991854769e-13
190.0,15.0,9.13665978757377e-14
190.0,20.0,9.340902141118206e-14
190.0,25.0,9.727188945610459e-14
190.0,30.0,1.0196717338595854e-13
190.0,35.0,1.291545531501241e-13
190.0,40.0,2.3242733505609254e-13
190.0,45.0,1.7007807907810323e-13
190.0,50.0,1.1171668774610867e-13
190.0,55.0,1.3453594674733654e-13
190.0,60.0,1.5736816737980368e-13
190.0,65.0,1.2719942007037428e-13
190.0,70.0,9.885645449506669e-14
190.0,75.0,6.809622764943595e-14
190.0,80.0,7.063766530179939e-14
190.0,85.0,7.527768357191979e-14
190.0,90.0,7.731334004579847e-14
195.0,-90.0,1.656027526828101e-14
195.0,-85.0,2.6167847955569517e-14
195.0,-80.0,2.524360130945979e-14
195.0,-75.0,3.178366663965061e-14
195.0,-70.0,4.889313244736591e-14
195.0,-65.0,6.197653588710899e-14
195.0,-60.0,8.066347816996666e-14
195.0,-55.0,1.030832194106063e-13
195.0,-50.0,1.5341832400410494e-13
195.0,-45.0,2.3802891157105227e-13
195.0,-40.0,2.6550945997615234e-13
195.0,-35.0,2.1176254424570687e-13
195.0,-30.0,1.7236775952236721e-13
195.0,-25.0,1.2630251415774092e-13
195.0,-20.0,1.0765329975505441e-13
195.0,-15.0,1.0805085551011853e-13
195.0,-10.0,1.4634463708809797e-13
195.0,-5.0,7.997759966261129e-14
195.0,0.0,1.6889932682425814e-16
195.0,5.0,7.250212517639557e-14
195.0,10.0,1.1714434400622927e-13
195.0,15.0,1.0042622045012738e-13
195.0,20.0,9.546306366717225e-14
195.0,25.0,1.0434892330267234e-13
195.0,30.0,1.3791317265464689e-13
195.0,35.0,2.00540586040014e-13
195.0,40.0,2.2919329743014097e-13
195.0,45.0,1.298476212503393e-13
195.0,50.0,1.5331673929166834e-13
195.0,55.0,1.781900538699609e-13
195.0,60.0,1.777572750119925e-13
195.0,65.0,1.434347945341353e-13
195.0,70.0,1.083305351870099e-13
195.0,75.0,7.51416582968167e-14
195.0,80.0,7.141744108058498e-14
195.0,85.0,7.570777040320816e-14
195.0,90.0,7.731334004579847e-14
200.0,-90.0,1.656027526828101e-14
200.0,-85.0,2.4985445940614623e-14
200.0,-80.0,2.6240658665944356e-14
200.0,-75.0,3.5967290841126126e-14
200.0,-70.0,5.061056908998943e-14
200.0,-65.0,6.038350802096771e-14
200.0,-60.0,8.926680375663874e-14
200.0,-55.0,1.0046737023891241e-13
200.0,-50.0,1.4149373986266358e-13
200.0,-45.0,2.2666278729431845e-13
200.0,-40.0,2.8027491805221326e-13
200.0,-35.0,2.293317481102091e-13
200.0,-30.0,1.8962095169196257e-13
200.0,-25.0,1.402151676411143e-13
200.0,-20.0,1.2012827758543962e-13
200.0,-15.0,1.2680423258867456e-13
200.0,-10.0,1.9943431008669817e-13
200.0,-5.0,1.7669257453358678e-12
200.0,0.0,3.119584756653191e-16
200.0,5.0,6.182457920444244e-14
200.0,10.0,1.2164087753133966e-13
200.0,15.0,1.0339094792362793e-13
200.0,20.0,8.89307171659518e-14
200.0,25.0,1.1494241717169753e-13
200.0,30.0,2.1086849673229325e-13
200.0,35.0,2.5011097147115677e-13
200.0,40.0,1.7147005981744614e-13
200.0,45.0,1.3507234764302704e-13
200.0,50.0,1.685003204093025e-13
200.0,55.0,1.7086256062303233e-13
200.0,60.0,1.5766128716511173e-13
200.0,65.0,1.3523330254459755e-13
200.0,70.0,1.1032345473561277e-13
200.0,75.0,7.744052598003781e-14
200.0,80.0,7.286813151742911e-14
200.0,85.0,7.525057941078958e-14
200.0,90.0,7.731334004579847e-14
205.0,-90.0,1.656027526828101e-14
205.0,-85.0,2.3791705492376695e-14
205.0,-80.0,2.555671081190776e-14
205.0,-75.0,3.628601525691117e-14
205.0,-70.0,5.2052388121798334e-14
205.0,-65.0,6.29126394456653e-14
205.0,-60.0,8.150519723495572e-14
205.0,-55.0,1.2919540656240353e-13
205.0,-50.0,1.5072596560282634e-13
205.0,-45.0,2.277292330930663e-13
205.0,-40.0,2.5530007533322835e-13
205.0,-35.0,2.647317125854702e-13
205.0,-30.0,1.9026267950001495e-13
205.0,-25.0,1.618532769007954e-13
205.0,-20.0,1.3433101977655373e-13
205.0,-15.0,1.567833557879186e-13
205.0,-10.0,1.826607761143263e-13
205.0,-5.0,1.4070529818177573e-13
205.0,0.0,3.416665884858269e-14
205.0,5.0,5.76523483755117e-14
205.0,10.0,1.489286521391522e-13
205.0,15.0,1.0491405923638526e-13
205.0,20.0,1.1521936005003527e-13
205.0,25.0,1.321009518902126e-13
205.0,30.0,1.9873296591458074e-13
205.0,35.0,2.2345889085112642e-13
205.0,40.0,1.6460008541961794e-13
205.0,45.0,1.7562836972196365e-13
205.0,50.0,1.6268141118132169e-13
205.0,55.0,1.4362338863822949e-13
205.0,60.0,1.3861078451705868e-13
205.0,65.0,1.3312903137460385e-13
205.0,70.0,1.1688081013704753e-13
205.0,75.0,9.804116641326971e-14
205.0,80.0,7.484704200356229e-14
205.0,85.0,7.545897518735929e-14
205.0,90.0,7.731334004579847e-14
210.0,-90.0,1.656027526828101e-14
210.0,-85.0,2.342996448336168e-14
210.0,-80.0,2.5402994824705213e-14
210.0,-75.0,3.936530663269928e-14
210.0,-70.0,5.279295475040795e-14
210.0,-65.0,6.054244460569871e-14
210.0,-60.0,7.440705501426094e-14
210.0,-55.0,1.1373000479722178e-13
210.0,-50.0,1.8132236895908733e-13
210.0,-45.0,2.140137816053285e-13
210.0,-40.0,2.4836846872429753e-13
210.0,-35.0,2.5256566122935887e-13
210.0,-30.0,2.0095569514270305e-13
210.0,-25.0,1.708690109703462e-13
210.0,-20.0,1.6064245266503713e-13
210.0,-15.0,1.869773301081883e-13
210.0,-10.0,2.0774796936576224e-13
210.0,-5.0,3.5737267734581414e-13
210.0,0.0,1.452249820576846e-14
210.0,5.0,7.345148059105563e-14
210.0,10.0,1.3174989095737442e-13
210.0,15.0,1.155031456546946e-13
210.0,20.0,1.4499429711645945e-13
210.0,25.0,1.972552791126409e-13
210.0,30.0,2.3039020451055e-13
210.0,35.0,1.8376881740070839e-13
210.0,40.0,1.6154184389526096e-13
210.0,45.0,1.876102547397556e-13
210.0,50.0,1.6395338640166377e-13
210.0,55.0,1.4793724067459627e-13
210.0,60.0,1.4984309454877378e-13
210.0,65.0,1.3714116427101265e-13
210.0,70.0,1.246911603631935e-13
210.0,75.0,9.55119981862365e-14
210.0,80.0,7.572842818293053e-14
210.0,85.0,7.522339781583802e-14
210.0,90.0,7.731334004579847e-14
215.0,-90.0,1.656027526828101e-14
215.0,-85.0,2.244737234527524e-14
215.0,-80.0,2.615056184104338e-14
215.0,-75.0,3.9759276187820685e-14
215.0,-70.0,5.4216041824536125e-14
215.0,-65.0,6.2412077086786e-14
215.0,-60.0,7.359589689389755e-14
215.0,-55.0,1.2058305989567824e-13
215.0,-50.0,1.5575279842003731e-13
215.0,-45.0,1.911162916709591e-13
215.0,-40.0,2.34778824168635e-13
215.0,-35.0,2.3971368475813286e-13
215.0,-30.0,1.8229909889816072e-13
215.0,-25.0,1.7829370262507714e-13
215.0,-20.0,1.7082297377480344e-13
215.0,-15.0,1.9580682817827051e-13
215.0,-10.0,2.1637282627117645e-13
215.0,-5.0,3.4487487974697023e-13
215.0,0.0,3.137409753747603e-13
215.0,5.0,7.783651032851165e-14
215.0,10.0,1.1730731713397575e-13
215.0,15.0,1.2855030532252116e-13
215.0,20.0,1.5902594965509874e-13
215.0,25.0,1.6303992358344968e-13
215.0,30.0,2.194207404241266e-13
215.0,35.0,2.1696401814040938e-13
215.0,40.0,2.0506143830041219e-13
215.0,45.0,1.9075869420537592e-13
215.0,50.0,1.5690672599025516e-13
215.0,55.0,1.4763884199592936e-13
215.0,60.0,1.5471037557769732e-13
215.0,65.0,1.348708851334011e-13
215.0,70.0,1.2753825296079504e-13
215.0,75.0,9.710001941559993e-14
215.0,80.0,8.262991847813191e-14
215.0,85.0,7.614993045925938e-14
215.0,90.0,7.731334004579847e-14
220.0,-90.0,1.656027526828101e-14
220.0,-85.0,2.1686619765063092e-14
220.0,-80.0,2.5330529157198374e-14
220.0,-75.0,4.3320749737465825e-14
220.0,-70.0,5.582665724810207e-14
220.0,-65.0,6.237886775523076e-14
220.0,-60.0,8.164400774090128e-14
220.0,-55.0,1.126338599403593e-13
220.0,-50.0,1.553093633310451e-13
220.0,-45.0,1.8074501674434944e-13
220.0,-40.0,1.8666702707664213e-13
220.0,-35.0,1.8147390282297224e-13
220.0,-30.0,1.8072348301229721e-13
220.0,-25.0,1.9428545668319334e-13
220.0,-20.0,2.048303291529779e-13
220.0,-15.0,2.1655961186646242e-13
220.0,-10.0,2.1106189107144985e-13
220.0,-5.0,1.8245697031885348e-13
220.0,0.0,5.044604600245241e-14
220.0,5.0,9.978345578367874e-14
220.0,10.0,1.1616179412457727e-13
220.0,15.0,1.3262805200843095e-13
220.0,20.0,1.5190905778077443e-13
220.0,25.0,1.7062500375272527e-13
220.0,30.0,2.447954517514838e-13
220.0,35.0,2.7616223952882715e-13
220.0,40.0,2.8885364823681597e-13
220.0,45.0,2.5403237603229933e-13
220.0,50.0,1.9500702147592942e-13
220.0,55.0,1.6953382822598858e-13
220.0,60.0,1.7664857219888364e-13
220.0,65.0,1.5500650637570087e-13
220.0,70.0,1.2170287813370597e-13
220.0,75.0,9.241672199016744e-14
220.0,80.0,7.925999613843033e-14
220.0,85.0,7.273954205930513e-14
220.0,90.0,7.731334004579847e-14
225.0,-90.0,1.656027526828101e-14
225.0,-85.0,2.1495712512157503e-14
225.0,-80.0,2.564464386305643e-14
225.0,-75.0,4.174152969851378e-14
225.0,-70.0,6.256010695904673e-14
225.0,-65.0,6.496008373784781e-14
225.0,-60.0,8.138584179523814e-14
225.0,-55.0,1.1786229347226262e-13
225.0,-50.0,1.4818031129904927e-13
225.0,-45.0,1.6438230143535387e-13
225.0,-40.0,1.5603762773542421e-13
225.0,-35.0,1.6766649474554178e-13
225.0,-30.0,1.9172436119331197e-13
225.0,-25.0,2.1613471024281985e-13
225.0,-20.0,2.333903558537961e-13
225.0,-15.0,2.2570012694321637e-13
225.0,-10.0,2.4353317899138383e-13
225.0,-5.0,1.835395746071932e-13
225.0,0.0,6.235191700593136e-14
225.0,5.0,1.0987426583206048e-13
225.0,10.0,1.4789741111902318e-13
225.0,15.0,1.7094428759436551e-13
225.0,20.0,1.6665108811488744e-13
225.0,25.0,1.695268545122004e-13
225.0,30.0,2.4126447014821027e-13
225.0,35.0,2.625797542842588e-13
225.0,40.0,3.149963122204397e-13
225.0,45.0,2.7772925712751634e-13
225.0,50.0,2.1532713831447207e-13
225.0,55.0,1.7341836262024158e-13
225.0,60.0,1.6308283633475202e-13
225.0,65.0,1.5550875507377497e-13
225.0,70.0,1.2358364594773187e-13
225.0,75.0,9.338838959987371e-14
225.0,80.0,7.750916723662363e-14
225.0,85.0,7.319190373502119e-14
225.0,90.0,7.731334004579847e-14
230.0,-90.0,1.656027526828101e-14
230.0,-85.0,2.1712977232625425e-14
230.0,-80.0,2.5580856498407713e-14
230.0,-75.0,4.16967695890072e-14
230.0,-70.0,6.420091984644355e-14
230.0,-65.0,7.203000001485624e-14
230.0,-60.0,8.04220158306651e-14
230.0,-55.0,1.0791274523850972e-13
230.0,-50.0,1.3701939034634165e-13
230.0,-45.0,1.70776837695907e-13
230.0,-40.0,1.6921490085295008e-13
230.0,-35.0,1.5721282745681963e-13
230.0,-30.0,1.8692331935106945e-13
230.0,-25.0,2.341239727691747e-13
230.0,-20.0,2.5338244328041195e-13
230.0,-15.0,2.308484767670458e-13
230.0,-10.0,2.653047705592915e-13
230.0,-5.0,1.557722384094318e-13
230.0,0.0,8.116042116947156e-13
230.0,5.0,9.054341653108349e-14
230.0,10.0,1.378823894768951e-13
230.0,15.0,1.6872676146822017e-13
230.0,20.0,1.9132608485797333e-13
230.0,25.0,2.0747178061242416e-13
230.0,30.0,2.434503227778877e-13
230.0,35.0,2.5483474599880374e-13
230.0,40.0,2.8193054391238736e-13
230.0,45.0,2.605025754466251e-13
230.0,50.0,2.2399996930854478e-13
230.0,55.0,2.0688471808375413e-13
230.0,60.0,1.6799852487066493e-13
230.0,65.0,1.5271759666952146e-13
230.0,70.0,1.4171677407183142e-13
230.0,75.0,9.987372782365881e-14
230.0,80.0,7.779827695805895e-14
230.0,85.0,7.120178619335668e-14
230.0,90.0,7.731334004579847e-14
235.0,-90.0,1.656027526828101e-14
235.0,-85.0,2.058060442618942e-14
235.0,-80.0,2.5030481753768807e-14
235.0,-75.0,4.029052817351845e-14
235.0,-70.0,6.441099508952092e-14
235.0,-65.0,7.811260967826384e-14
235.0,-60.0,7.869473766822144e-14
235.0,-55.0,1.010738766770631e-13
235.0,-50.0,1.2894452387676447e-13
235.0,-45.0,1.7770673871383301e-13
235.0,-40.0,2.0827199542730084e-13
235.0,-35.0,1.7693238169019592e-13
235.0,-30.0,1.947354291957533e-13
235.0,-25.0,2.520988245691835e-13
235.0,-20.0,2.617339108232241e-13
235.0,-15.0,3.0724774605128895e-13
235.0,-10.0,2.1475193002833193e-13
235.0,-5.0,1.1648512738712867e-13
235.0,0.0,2.1310032199514873e-14
235.0,5.0,1.1398566973855656e-13
235.0,10.0,1.5666047045806784e-13
235.0,15.0,2.5701067131881496e-13
235.0,20.0,3.266956383553258e-13
235.0,25.0,2.709457986789461e-13
235.0,30.0,3.1282376727718137e-13
235.0,35.0,2.812561356617981e-13
235.0,40.0,2.5950912878128635e-13
235.0,45.0,3.4021479493721533e-13
235.0,50.0,3.1496377882528746e-13
235.0,55.0,2.8014110544546784e-13
235.0,60.0,2.3781090897501853e-13
235.0,65.0,2.280359671910862e-13
235.0,70.0,1.3453100182945546e-13
235.0,75.0,1.009872056704609e-13
235.0,80.0,7.776374553574035e-14
235.0,85.0,7.115454784126491e-14
235.0,90.0,7.731334004579847e-14
240.0,-90.0,1.656027526828101e-14
240.0,-85.0,2.1131934452713424e-14
240.0,-80.0,2.5632670106840566e-14
240.0,-75.0,3.78699466680473e-14
240.0,-70.0,6.130381703430783e-14
240.0,-65.0,7.75763773827985e-14
240.0,-60.0,8.392024237279174e-14
240.0,-55.0,1.0133352543011584e-13
240.0,-50.0,1.241688444999305e-13
240.0,-45.0,1.9935361278676318e-13
240.0,-40.0,2.286927809149715e-13
240.0,-35.0,1.8434930121052126e-13
240.0,-30.0,2.0733786983891967e-13
240.0,-25.0,2.690451386557486e-13
240.0,-20.0,2.9368196192282623e-13
240.0,-15.0,3.4643409500645505e-13
240.0,-10.0,3.66736357595722e-13
240.0,-5.0,1.0337126640626182e-13
240.0,0.0,3.924540358086327e-12
240.0,5.0,1.6126554106993358e-13
240.0,10.0,1.7122470838679926e-13
240.0,15.0,7.044649988291398e-13
240.0,20.0,7.988161692669148e-13
240.0,25.0,4.91067086490535e-13
240.0,30.0,3.905120799744991e-13
240.0,35.0,2.768933368293095e-13
240.0,40.0,3.17551872333012e-13
240.0,45.0,3.789142729354594e-13
240.0,50.0,3.4410940997281035e-13
240.0,55.0,3.009968396477399e-13
240.0,60.0,2.3998818908965185e-13
240.0,65.0,2.2583845184587362e-13
240.0,70.0,1.3170174385546584e-13
240.0,75.0,1.109913709253332e-13
240.0,80.0,7.866213754305461e-14
240.0,85.0,7.062085047873058e-14
240.0,90.0,7.731334004579847e-14
245.0,-90.0,1.656027526828101e-14
245.0,-85.0,2.1020501313749214e-14
245.0,-80.0,2.3982024917411666e-14
245.0,-75.0,3.770065172815999e-14
245.0,-70.0,5.609630400783605e-14
245.0,-65.0,7.306522770220895e-14
245.0,-60.0,8.68202289302157e-14
245.0,-55.0,1.0575828196898001e-13
245.0,-50.0,1.4117918502805682e-13
245.0,-45.0,1.8887132405673414e-13
245.0,-40.0,2.4771038273501385e-13
245.0,-35.0,2.247006734761838e-13
245.0,-30.0,2.316914674581007e-13
245.0,-25.0,2.7673911998420576e-13
245.0,-20.0,3.295430851077499e-13
245.0,-15.0,3.3153210984549624e-13
245.0,-10.0,4.220887583955036e-13
245.0,-5.0,1.3095694177801137e-13
245.0,0.0,1.529964781127415e-13
245.0,5.0,9.159919165112427e-14
245.0,10.0,2.780609458608973e-13
245.0,15.0,1.5536575019222434e-12
245.0,20.0,1.0368938054564929e-12
245.0,25.0,4.855476645074186e-13
245.0,30.0,4.972692621740665e-13
245.0,35.0,5.031082322640719e-13
245.0,40.0,4.026987742406442e-13
245.0,45.0,4.0772837944343345e-13
245.0,50.0,3.6210284984601574e-13
245.0,55.0,3.045721760494745e-13
245.0,60.0,2.6795511447566976e-13
245.0,65.0,2.0437872618724097e-13
245.0,70.0,1.568080191633892e-13
245.0,75.0,1.0955262601349085e-13
245.0,80.0,7.684203130433163e-14
245.0,85.0,7.042442943329325e-14
245.0,90.0,7.731334004579847e-14
250.0,-90.0,1.656027526828101e-14
250.0,-85.0,2.0628234995694115e-14
250.0,-80.0,2.296913772331494e-14
250.0,-75.0,3.087780063154536e-14
250.0,-70.0,5.170912312638577e-14
250.0,-65.0,6.607407511181404e-14
250.0,-60.0,8.065253998415568e-14
250.0,-55.0,9.823686670405837e-14
250.0,-50.0,1.4538405969600937e-13
250.0,-45.0,1.770822686257026e-13
250.0,-40.0,2.2624242896257226e-13
250.0,-35.0,2.733843039525296e-13
250.0,-30.0,2.5254650265483943e-13
250.0,-25.0,2.6532449462069655e-13
250.0,-20.0,3.02497365815856e-13
250.0,-15.0,3.017300234047877e-13
250.0,-10.0,1.7923506736352305e-13
250.0,-5.0,1.3437392977487889e-13
250.0,0.0,1.5415606646527462e-13
250.0,5.0,1.557486711505625e-13
250.0,10.0,1.0754797469897218e-12
250.0,15.0,9.78089652908277e-13
250.0,20.0,6.282661557192391e-13
250.0,25.0,6.028916461521794e-13
250.0,30.0,7.75343083479686e-13
250.0,35.0,5.836613423069976e-13
250.0,40.0,4.820445852526302e-13
250.0,45.0,5.105913131749337e-13
250.0,50.0,3.7479489021456504e-13
250.0,55.0,3.2755496331000716e-13
250.0,60.0,2.5475691717737194e-13
250.0,65.0,2.010850497711259e-13
250.0,70.0,1.538781440415424e-13
250.0,75.0,1.0222293986480314e-13
250.0,80.0,7.668204820126693e-14
250.0,85.0,7.008528261863067e-14
250.0,90.0,7.731334004579847e-14
255.0,-90.0,1.656027526828101e-14
255.0,-85.0,2.1492096837459662e-14
255.0,-80.0,2.198591312186446e-14
255.0,-75.0,2.975711237730178e-14
255.0,-70.0,4.48990258255488e-14
255.0,-65.0,5.6206865248983154e-14
255.0,-60.0,7.616065523052379e-14
255.0,-55.0,9.494091047516232e-14
255.0,-50.0,1.3414913069653945e-13
255.0,-45.0,1.5372173943142623e-13
255.0,-40.0,2.3228727925351064e-13
255.0,-35.0,2.802474318313527e-13
255.0,-30.0,2.6590424930104873e-13
255.0,-25.0,2.6913164406198656e-13
255.0,-20.0,2.7755826946409864e-13
255.0,-15.0,2.355993822348472e-13
255.0,-10.0,1.8910530666364403e-13
255.0,-5.0,1.4783892850390266e-13
255.0,0.0,1.3913623700186092e-13
255.0,5.0,3.5324156072021954e-13
255.0,10.0,6.07819522540161e-13
255.0,15.0,6.837011790633937e-13
255.0,20.0,6.811384153114629e-13
255.0,25.0,7.655027979316818e-13
255.0,30.0,7.457335609754542e-13
255.0,35.0,5.489404999482352e-13
255.0,40.0,4.47534077517143e-13
255.0,45.0,4.975209390925514e-13
255.0,50.0,4.764877948545144e-13
255.0,55.0,3.4194552237822077e-13
255.0,60.0,2.3417183818501213e-13
255.0,65.0,1.881337268787015e-13
255.0,70.0,1.5088422535873405e-13
255.0,75.0,9.832592556110575e-14
255.0,80.0,7.479009829871013e-14
255.0,85.0,7.009514629578344e-14
255.0,90.0,7.731334004579847e-14
260.0,-90.0,1.656027526828101e-14
260.0,-85.0,2.087824180578037e-14
260.0,-80.0,2.025723238306975e-14
260.0,-75.0,2.900190519338375e-14
260.0,-70.0,4.121374132288599e-14
260.0,-65.0,5.091359325719689e-14
260.0,-60.0,6.746476367761893e-14
260.0,-55.0,9.501544245822611e-14
260.0,-50.0,1.2835702315937922e-13
260.0,-45.0,1.5057347242814333e-13
260.0,-40.0,1.9967642271300913e-13
260.0,-35.0,2.594034351117827e-13
260.0,-30.0,2.7552995183550733e-13
260.0,-25.0,2.604104131535449e-13
260.0,-20.0,2.3510833799280284e-13
260.0,-15.0,2.2756380010692204e-13
260.0,-10.0,1.8749654336738725e-13
260.0,-5.0,1.4733477687957952e-13
260.0,0.0,7.011216897833418e-15
260.0,5.0,1.2436272622413408e-13
260.0,10.0,4.031005273334623e-13
260.0,15.0,9.58158742967311e-13
260.0,20.0,7.450481263767477e-13
260.0,25.0,8.086442122358764e-13
260.0,30.0,6.755659520517916e-13
260.0,35.0,5.748038328924248e-13
260.0,40.0,5.560933172770036e-13
260.0,45.0,5.832731257485757e-13
260.0,50.0,5.04717893412894e-13
260.0,55.0,2.975563041560973e-13
260.0,60.0,2.666162148322434e-13
260.0,65.0,1.942890635264004e-13
260.0,70.0,1.738156185280481e-13
260.0,75.0,1.0174720313553211e-13
260.0,80.0,7.260738360713092e-14
260.0,85.0,6.999030359244444e-14
260.0,90.0,7.731334004579847e-14
265.0,-90.0,1.656027526828101e-14
265.0,-85.0,1.9979683986130936e-14
265.0,-80.0,1.9618839030156774e-14
265.0,-75.0,2.7096256023157663e-14
265.0,-70.0,3.2825723173457397e-14
265.0,-65.0,4.058109911781485e-14
265.0,-60.0,5.729818157174936e-14
265.0,-55.0,8.549556218409674e-14
265.0,-50.0,1.2429849327681588e-13
265.0,-45.0,1.5553554354498266e-13
265.0,-40.0,1.9303925600119676e-13
265.0,-35.0,2.8102754123701425e-13
265.0,-30.0,3.2930051987384564e-13
265.0,-25.0,2.589266460064817e-13
265.0,-20.0,2.181449883984472e-13
265.0,-15.0,2.226834246513323e-13
265.0,-10.0,1.8039239303024068e-13
265.0,-5.0,9.123042700179952e-14
265.0,0.0,2.7845615906968396e-15
265.0,5.0,9.327054866457627e-13
265.0,10.0,3.7906120991434175e-13
265.0,15.0,6.143787783972379e-13
265.0,20.0,7.214347315886182e-13
265.0,25.0,7.715119996826478e-13
265.0,30.0,6.221480448860286e-13
265.0,35.0,5.446032255299592e-13
265.0,40.0,5.634317297754046e-13
265.0,45.0,5.111912331725571e-13
265.0,50.0,5.989912716547968e-13
265.0,55.0,4.262276262443565e-13
265.0,60.0,2.5623349350550397e-13
265.0,65.0,2.2505254326257048e-13
265.0,70.0,1.6404916068081558e-13
265.0,75.0,1.0021786604883062e-13
265.0,80.0,7.069198081443224e-14
265.0,85.0,6.900086422501798e-14
265.0,90.0,7.731334004579847e-14
270.0,-90.0,1.656027526828101e-14
270.0,-85.0,1.9794887985225585e-14
270.0,-80.0,1.8776760815176424e-14
270.0,-75.0,2.353187100661711e-14
270.0,-70.0,3.0201674861119114e-14
270.0,-65.0,3.6708995863683075e-14
270.0,-60.0,4.9575974499188796e-14
270.0,-55.0,7.339535696396524e-14
270.0,-50.0,1.0897801306857612e-13
270.0,-45.0,1.508525047821586e-13
270.0,-40.0,2.0265575300862932e-13
270.0,-35.0,3.093033238130029e-13
270.0,-30.0,3.9489771679933506e-13
270.0,-25.0,4.3571818483690343e-13
270.0,-20.0,2.0935568564998566e-13
270.0,-15.0,2.886916975754705e-13
270.0,-10.0,2.437085609007442e-13
270.0,-5.0,9.558120108312706e-14
270.0,0.0,3.772503039968432e-15
270.0,5.0,1.0623942960808364e-13
270.0,10.0,3.196036377040729e-13
270.0,15.0,6.617604401021929e-13
270.0,20.0,7.891937935559894e-13
270.0,25.0,7.595266667342303e-13
270.0,30.0,6.627833880597204e-13
270.0,35.0,5.889154750912646e-13
270.0,40.0,5.84546747221109e-13
270.0,45.0,5.18544570267025e-13
270.0,50.0,5.78257390763565e-13
270.0,55.0,4.368078997634353e-13
270.0,60.0,2.81015266167685e-13
270.0,65.0,2.1843235853292606e-13
270.0,70.0,1.6116489811319786e-13
270.0,75.0,9.575787613449895e-14
270.0,80.0,7.073605284347346e-14
270.0,85.0,6.912466596988977e-14
270.0,90.0,7.731334004579847e-14
275.0,-90.0,1.656027526828101e-14
275.0,-85.0,1.9567877450772734e-14
275.0,-80.0,1.8006346332629592e-14
275.0,-75.0,2.1151397830809718e-14
275.0,-70.0,2.876893320945625e-14
275.0,-65.0,2.824323177401153e-14
275.0,-60.0,4.057146767780868e-14
275.0,-55.0,6.370127946504957e-14
275.0,-50.0,9.918604382999515e-14
275.0,-45.0,1.411026469501633e-13
275.0,-40.0,2.186740138836146e-13
275.0,-35.0,2.712655832566031e-13
275.0,-30.0,3.173389517673965e-13
275.0,-25.0,3.695293409038843e-13
275.0,-20.0,2.504993728631744e-13
275.0,-15.0,2.427250059824628e-13
275.0,-10.0,2.215858214714756e-13
275.0,-5.0,2.8279109233860955e-14
275.0,0.0,9.97675533408806e-15
275.0,5.0,3.284855648003328e-13
275.0,10.0,4.662746610449378e-13
275.0,15.0,6.444923604511166e-13
275.0,20.0,9.228172660590742e-13
275.0,25.0,7.798238719981004e-13
275.0,30.0,6.835948983473854e-13
275.0,35.0,6.775820464515648e-13
275.0,40.0,5.836257878225683e-13
275.0,45.0,5.806719578673367e-13
275.0,50.0,5.150155514277563e-13
275.0,55.0,3.6548626159176574e-13
275.0,60.0,2.7978572894119706e-13
275.0,65.0,2.1206416291975585e-13
275.0,70.0,1.9106441404365435e-13
275.0,75.0,9.543780266844064e-14
275.0,80.0,7.007678468639859e-14
275.0,85.0,6.849348296269502e-14
275.0,90.0,7.731334004579847e-14
280.0,-90.0,1.656027526828101e-14
280.0,-85.0,1.918830414839034e-14
280.0,-80.0,1.7988097446543153e-14
280.0,-75.0,2.102160376844587e-14
280.0,-70.0,2.6307438341883504e-14
280.0,-65.0,2.7028200744218785e-14
280.0,-60.0,3.0177493037711313e-14
280.0,-55.0,6.100398218740117e-14
280.0,-50.0,1.0207828439589984e-13
280.0,-45.0,1.3523906712043655e-13
280.0,-40.0,2.012944654680262e-13
280.0,-35.0,2.3118117444728265e-13
280.0,-30.0,2.4939340347945674e-13
280.0,-25.0,2.61658612095499e-13
280.0,-20.0,2.2611927664204405e-13
280.0,-15.0,2.5305022764121263e-13
280.0,-10.0,2.0327852758376685e-13
280.0,-5.0,2.328779875035078e-14
280.0,0.0,1.0985357007953328e-12
280.0,5.0,5.835802140920765e-13
280.0,10.0,7.607968653562826e-13
280.0,15.0,9.293135181450594e-13
280.0,20.0,1.016650508548453e-12
280.0,25.0,8.609746455296631e-13
280.0,30.0,7.750938050590633e-13
280.0,35.0,6.344695991124688e-13
280.0,40.0,6.062102324667862e-13
280.0,45.0,5.47333053034162e-13
280.0,50.0,4.840866152442691e-13
280.0,55.0,3.5348550017165883e-13
280.0,60.0,2.724092764407509e-13
