8.042172005210221353e-03 5.1671e-28
8.107872135082483736e-03 5.4507e-28
8.174108998944308591e-03 5.7365e-28
8.240886981617737833e-03 6.0248e-28
8.308210503746355294e-03 6.3153e-28
8.376084022087976200e-03 6.6083e-28
8.444512029809725373e-03 6.9036e-28
8.513499056785391386e-03 7.2014e-28
8.583049669895358516e-03 7.5016e-28
8.653168473328899657e-03 5.2104e-26
8.723860108889040094e-03 1.5353e-25
8.795129256299731926e-03 2.5578e-25
8.866980633515701704e-03 3.5886e-25
8.939418997034835959e-03 4.6279e-25
9.012449142212936373e-03 5.6757e-25
9.086075903581231419e-03 6.732e-25
9.160304155166472742e-03 7.797e-25
9.235138810813474028e-03 8.8706e-25
9.310584824510468802e-03 9.9531e-25
9.386647190717103267e-03 1.1044e-24
9.463330944694970520e-03 1.2145e-24
9.540641162840994907e-03 1.3254e-24
9.618582963023467047e-03 1.4372e-24
9.697161504920899511e-03 1.5499e-24
9.776381990363494992e-03 1.6636e-24
9.856249663677551370e-03 1.7782e-24
9.936769812032689164e-03 1.8937e-24
1.001794776579174352e-02 2.0102e-24
1.009978889886369025e-02 2.1276e-24
1.018229862905944971e-02 2.246e-24
1.026548241845042127e-02 2.3653e-24
1.034934577373014704e-02 2.4856e-24
1.043389424657881724e-02 2.6069e-24
1.051913343403085982e-02 2.7292e-24
1.060506897884533860e-02 2.8525e-24
1.069170656987956068e-02 2.9768e-24
1.077905194246573696e-02 3.1021e-24
1.086711087879053267e-02 2.5003e-23
1.095588920827790004e-02 1.2982e-22
1.104539280797505255e-02 2.3548e-22
1.113562760294138469e-02 3.4202e-22
1.122659956664077280e-02 4.4942e-22
1.131831472133708327e-02 5.577e-22
1.141077913849269931e-02 6.6686e-22
1.150399893917055001e-02 7.7692e-22
1.159798029443925328e-02 8.8787e-22
1.169272942578174733e-02 9.9973e-22
1.178825260550700124e-02 1.1125e-21
1.188455615716529565e-02 1.2262e-21
1.198164645596692425e-02 1.3408e-21
1.207952992920407684e-02 1.4564e-21
1.217821305667638430e-02 1.5729e-21
1.227770237111996433e-02 1.6904e-21
1.237800445863972663e-02 1.8088e-21
1.247912595914543558e-02 1.9282e-21
1.258107356679135681e-02 2.0485e-21
1.268385403041923966e-02 2.1699e-21
1.278747415400519061e-02 2.2922e-21
1.289194079711004394e-02 2.4155e-21
1.299726087533355223e-02 2.5399e-21
1.310344136077204631e-02 2.6652e-21
1.321048928248005558e-02 2.7916e-21
1.331841172693570483e-02 2.919e-21
1.342721583850967591e-02 3.0475e-21
1.353690881993822870e-02 3.177e-21
1.364749793280011815e-02 3.3075e-21
1.375899049799711969e-02 4.7303e-20
1.387139389623878900e-02 9.608e-20
1.398471556853099311e-02 1.4526e-19
1.409896301666861869e-02 1.9483e-19
1.421414380373202044e-02 2.4482e-19
1.433026555458775247e-02 2.9521e-19
1.444733595639344226e-02 3.4601e-19
1.456536275910647917e-02 3.9723e-19
1.468435377599715437e-02 4.4886e-19
1.480431688416597100e-02 5.0092e-19
1.492526002506493199e-02 5.5341e-19
1.504719120502334868e-02 6.0632e-19
1.517011849577792545e-02 6.5966e-19
1.529405003500694527e-02 7.1344e-19
1.541899402686904355e-02 7.6766e-19
1.554495874254642994e-02 8.2232e-19
1.567195252079223167e-02 8.7743e-19
1.579998376848264566e-02 9.3299e-19
1.592906096117339618e-02 9.89e-19
1.605919264366094737e-02 1.0455e-18
1.619038743054795546e-02 1.1024e-18
1.632265400681364928e-02 1.1598e-18
1.645600112838888074e-02 1.2177e-18
1.659043762273552935e-02 1.276e-18
1.672597238943101389e-02 1.3348e-18
1.686261440075750503e-02 1.3941e-18
1.700037270229568312e-02 1.4539e-18
1.713925641352370688e-02 1.5142e-18
1.727927472842081397e-02 4.0499e-18
1.742043691607611869e-02 8.2054e-18
1.756275232130200675e-02 1.2395e-17
1.770623036525283134e-02 1.6619e-17
1.785088054604871965e-02 2.0877e-17
1.799671243940412571e-02 2.517e-17
1.814373569926182317e-02 2.9498e-17
1.829196005843210932e-02 3.3861e-17
1.844139532923689401e-02 3.826e-17
1.859205140415936056e-02 4.2695e-17
1.874393825649895914e-02 4.7167e-17
1.889706594103142748e-02 5.1674e-17
1.905144459467451173e-02 5.6219e-17
1.920708443715899230e-02 6.0801e-17
1.936399577170534736e-02 6.542e-17
1.952218898570558941e-02 7.0077e-17
1.968167455141102765e-02 7.4772e-17
1.984246302662562994e-02 7.9505e-17
2.000456505540470706e-02 8.4277e-17
2.016799136875965792e-02 8.9088e-17
2.033275278536847072e-02 9.3938e-17
2.049886021229167798e-02 9.8828e-17
2.066632464569454278e-02 1.0376e-16
2.083515717157492439e-02 1.0873e-16
2.100536896649731963e-02 1.1374e-16
2.117697129833250036e-02 1.1879e-16
2.134997552700354517e-02 1.2388e-16
2.152439310523800858e-02 1.2902e-16
2.170023557932580435e-02 1.754e-16
2.187751458988369466e-02 3.1505e-16
2.205624187262602773e-02 4.5584e-16
2.223642925914135621e-02 5.9778e-16
