longitude_list,latitude_list,OVII_column_number_density_integrate_data_list
110.0,45.0,15.065717695148107
110.0,50.0,15.128884748281145
110.0,55.0,15.163700467110933
110.0,60.0,15.299974302666245
110.0,65.0,15.290548870312952
110.0,70.0,15.21965168947834
110.0,75.0,15.208026327841877
110.0,80.0,15.22007544382667
110.0,85.0,15.238026202292856
110.0,90.0,15.252713668975785
115.0,-90.0,15.01682091453129
115.0,-85.0,14.95407642612123
115.0,-80.0,14.953538442362072
115.0,-75.0,15.047564646372923
115.0,-70.0,15.101157319093753
115.0,-65.0,15.13384461551386
115.0,-60.0,15.260064877436822
115.0,-55.0,15.287498902475063
115.0,-50.0,15.280766223686328
115.0,-45.0,15.360549064669517
115.0,-40.0,15.397281259372528
115.0,-35.0,15.322746770122839
115.0,-30.0,15.215449125950153
115.0,-25.0,15.114485976844582
115.0,-20.0,15.073946586838268
115.0,-15.0,15.073600755806867
115.0,-10.0,15.003074446424463
115.0,-5.0,14.774962873879373
115.0,0.0,13.128067863274389
115.0,5.0,14.65869422765156
115.0,10.0,14.940863085313834
115.0,15.0,15.002954824901842
115.0,20.0,14.96938415443281
115.0,25.0,14.998060739553422
115.0,30.0,14.944315297848325
115.0,35.0,14.878803403976585
115.0,40.0,14.9673080407308
115.0,45.0,15.10385056765569
115.0,50.0,15.16454992667858
115.0,55.0,15.132161821406907
115.0,60.0,15.30657316422487
115.0,65.0,15.298374236892098
115.0,70.0,15.184251354115995
115.0,75.0,15.191133981471935
115.0,80.0,15.219060160142408
115.0,85.0,15.244826326361853
115.0,90.0,15.252713668975785
120.0,-90.0,15.01682091453129
120.0,-85.0,14.95275033597483
120.0,-80.0,14.983530365525013
120.0,-75.0,15.041607608062723
120.0,-70.0,15.10779082981813
120.0,-65.0,15.116453584212131
120.0,-60.0,15.216685599953113
120.0,-55.0,15.258745940959885
120.0,-50.0,15.344376399429642
120.0,-45.0,15.313996852228202
120.0,-40.0,15.303376615632475
120.0,-35.0,15.264440557913035
120.0,-30.0,15.173320478778537
120.0,-25.0,15.032458108716103
120.0,-20.0,15.036024400181812
120.0,-15.0,15.01958465590361
120.0,-10.0,15.011460030428745
120.0,-5.0,14.564762336660463
120.0,0.0,13.510193299509174
120.0,5.0,14.722001131722697
120.0,10.0,14.910610738813395
120.0,15.0,14.967324969806219
120.0,20.0,14.969420553556002
120.0,25.0,15.042079071295566
120.0,30.0,14.950193671767364
120.0,35.0,14.884069437077878
120.0,40.0,14.980928268617312
120.0,45.0,15.124539474455611
120.0,50.0,15.176936978276387
120.0,55.0,15.118106875064454
120.0,60.0,15.274150139399236
120.0,65.0,15.283122004504868
120.0,70.0,15.17435435260444
120.0,75.0,15.170406033268067
120.0,80.0,15.216158749517676
120.0,85.0,15.240913701506422
120.0,90.0,15.252713668975785
125.0,-90.0,15.01682091453129
125.0,-85.0,14.972314451489071
125.0,-80.0,14.995863320290514
125.0,-75.0,15.070250546003473
125.0,-70.0,15.160723434592644
125.0,-65.0,15.11442829305256
125.0,-60.0,15.202087785966475
125.0,-55.0,15.305725288219902
125.0,-50.0,15.313471066527807
125.0,-45.0,15.316363510994515
125.0,-40.0,15.22879431530116
125.0,-35.0,15.115272715744602
125.0,-30.0,14.951168804390932
125.0,-25.0,14.905905949747014
125.0,-20.0,14.974028395318983
125.0,-15.0,15.03821067656947
125.0,-10.0,14.885387077943847
125.0,-5.0,15.032988508212721
125.0,0.0,14.806684425044311
125.0,5.0,14.784684464225275
125.0,10.0,14.93470275261051
125.0,15.0,14.955784596175542
125.0,20.0,14.926430506887995
125.0,25.0,14.998555524665028
125.0,30.0,14.998049003889847
125.0,35.0,14.95398922769469
125.0,40.0,14.976962116279534
125.0,45.0,15.104375492918088
125.0,50.0,15.10600298812416
125.0,55.0,15.042874312032469
125.0,60.0,15.273801530091013
125.0,65.0,15.285398034413856
125.0,70.0,15.232215508838356
125.0,75.0,15.178983914392358
125.0,80.0,15.211806421660144
125.0,85.0,15.25400023696531
125.0,90.0,15.252713668975785
130.0,-90.0,15.01682091453129
130.0,-85.0,15.005860295098701
130.0,-80.0,15.000271320372333
130.0,-75.0,15.111627968355977
130.0,-70.0,15.150331794785862
130.0,-65.0,15.175184247317498
130.0,-60.0,15.24059764812646
130.0,-55.0,15.328969480180145
130.0,-50.0,15.315532370839811
130.0,-45.0,15.332656406097811
130.0,-40.0,15.160662678319467
130.0,-35.0,15.015661040720005
130.0,-30.0,14.91329487455369
130.0,-25.0,14.961241702446387
130.0,-20.0,14.965142586205895
130.0,-15.0,14.920374974034953
130.0,-10.0,14.891383706185817
130.0,-5.0,14.665957472827522
130.0,0.0,14.592391452884295
130.0,5.0,14.932929412528777
130.0,10.0,14.90833703209611
130.0,15.0,14.895719704648174
130.0,20.0,14.913460198902277
130.0,25.0,14.90454377314033
130.0,30.0,14.953626491422865
130.0,35.0,14.98304800028248
130.0,40.0,15.020906945271149
130.0,45.0,15.076191980405383
130.0,50.0,15.06293788104415
130.0,55.0,15.045330642716392
130.0,60.0,15.198683156625798
130.0,65.0,15.298580225531005
130.0,70.0,15.198235214297684
130.0,75.0,15.172211145136288
130.0,80.0,15.198865162571133
130.0,85.0,15.289710868101766
130.0,90.0,15.252713668975785
135.0,-90.0,15.01682091453129
135.0,-85.0,15.0108321247706
135.0,-80.0,15.033931954852251
135.0,-75.0,15.139404425098858
135.0,-70.0,15.174824610223684
135.0,-65.0,15.201466434472426
135.0,-60.0,15.217335286476908
135.0,-55.0,15.384261731481256
135.0,-50.0,15.351056666705981
135.0,-45.0,15.316611781424523
135.0,-40.0,15.1386965590805
135.0,-35.0,14.892724388101616
135.0,-30.0,14.861438326991644
135.0,-25.0,14.879600880469175
135.0,-20.0,14.855454505263777
135.0,-15.0,14.858700701700366
135.0,-10.0,14.820642038992519
135.0,-5.0,14.37225277079822
135.0,0.0,14.937806050097404
135.0,5.0,15.18576507995285
135.0,10.0,14.80358868562012
135.0,15.0,14.855839439056046
135.0,20.0,14.891696775326636
135.0,25.0,14.892872237663166
135.0,30.0,14.930182345212128
135.0,35.0,14.998528384767088
135.0,40.0,15.032564618519574
135.0,45.0,15.089269902159483
135.0,50.0,15.05299550315889
135.0,55.0,15.05766592319892
135.0,60.0,15.164816864746687
135.0,65.0,15.269515662397076
135.0,70.0,15.200240360496144
135.0,75.0,15.17977409916671
135.0,80.0,15.204875191362069
135.0,85.0,15.276699196866222
135.0,90.0,15.252713668975785
140.0,-90.0,15.01682091453129
140.0,-85.0,15.012267632958734
140.0,-80.0,15.030959362523578
140.0,-75.0,15.146291123319934
140.0,-70.0,15.177038258380646
140.0,-65.0,15.212527867881432
140.0,-60.0,15.23006203693429
140.0,-55.0,15.414085046246125
140.0,-50.0,15.401571563926668
140.0,-45.0,15.281598283653556
140.0,-40.0,15.013804528821387
140.0,-35.0,14.858278253322354
140.0,-30.0,14.861465935979933
140.0,-25.0,14.810697033415169
140.0,-20.0,14.759825531318038
140.0,-15.0,14.789007350780157
140.0,-10.0,14.813889912492673
140.0,-5.0,14.73878010232355
140.0,0.0,14.965738542912996
140.0,5.0,15.264876894410932
140.0,10.0,14.901582295081342
140.0,15.0,14.80025172334716
140.0,20.0,14.826194496641532
140.0,25.0,14.886087935467604
140.0,30.0,14.909521691748465
140.0,35.0,14.977398228940672
140.0,40.0,14.99130206254959
140.0,45.0,15.039691094983533
140.0,50.0,15.073788909628638
140.0,55.0,15.021103183619184
140.0,60.0,15.318332226872542
140.0,65.0,15.284433695127682
140.0,70.0,15.240666334354081
140.0,75.0,15.192954479929519
140.0,80.0,15.211136074324004
140.0,85.0,15.271247485597323
140.0,90.0,15.252713668975785
145.0,-90.0,15.01682091453129
145.0,-85.0,15.022457094980163
145.0,-80.0,15.053782880404874
145.0,-75.0,15.139204714480305
145.0,-70.0,15.178547596257232
145.0,-65.0,15.20831329824884
145.0,-60.0,15.314101015528593
145.0,-55.0,15.400426721333016
145.0,-50.0,15.373463261669679
145.0,-45.0,15.166510370103381
145.0,-40.0,14.955936366384073
145.0,-35.0,14.877899693762517
145.0,-30.0,14.841021573883355
145.0,-25.0,14.791654865884908
145.0,-20.0,14.728980639615365
145.0,-15.0,14.667508327707095
145.0,-10.0,14.834342385260099
145.0,-5.0,14.421522338504555
145.0,0.0,14.09121986848621
145.0,5.0,15.028113974882174
145.0,10.0,14.8183496997172
145.0,15.0,14.850338430159063
145.0,20.0,14.82749652746592
145.0,25.0,14.829556302970637
145.0,30.0,14.913066339965233
145.0,35.0,14.951019256908818
145.0,40.0,14.966840250210687
145.0,45.0,15.020040371973595
145.0,50.0,15.002061158210127
145.0,55.0,14.980001621454974
145.0,60.0,15.241018961638938
145.0,65.0,15.291273985249621
145.0,70.0,15.256103389221293
145.0,75.0,15.215311471732706
145.0,80.0,15.246380832713795
145.0,85.0,15.282067023447985
145.0,90.0,15.252713668975785
150.0,-90.0,15.01682091453129
150.0,-85.0,15.028861960266635
150.0,-80.0,15.058216348821231
150.0,-75.0,15.14314475015415
150.0,-70.0,15.147517512820942
150.0,-65.0,15.204508002260322
150.0,-60.0,15.334579493975218
150.0,-55.0,15.489739885828676
150.0,-50.0,15.37858017692502
150.0,-45.0,15.131590662552771
150.0,-40.0,14.95123875523216
150.0,-35.0,14.899119791569087
150.0,-30.0,14.896964042287317
150.0,-25.0,14.805272891839506
150.0,-20.0,14.707905648481741
150.0,-15.0,14.599620847200738
150.0,-10.0,14.581004377274839
150.0,-5.0,13.830820775777767
150.0,0.0,13.3608383965685
150.0,5.0,14.497768500456086
150.0,10.0,14.915423028896065
150.0,15.0,14.94580882994197
150.0,20.0,14.761821075019954
150.0,25.0,14.787931497097592
150.0,30.0,14.893126929946897
150.0,35.0,14.95369702831829
150.0,40.0,14.982619701383378
150.0,45.0,15.020718249033788
150.0,50.0,15.018466236209136
150.0,55.0,15.05441697160263
150.0,60.0,15.179896515797985
150.0,65.0,15.268832520647237
150.0,70.0,15.252184748388911
150.0,75.0,15.23203236119745
150.0,80.0,15.27259693252521
150.0,85.0,15.285295061669155
150.0,90.0,15.252713668975785
155.0,-90.0,15.01682091453129
155.0,-85.0,15.030690594023536
155.0,-80.0,15.089056237272661
155.0,-75.0,15.132100482434927
155.0,-70.0,15.12662990047987
155.0,-65.0,15.178242540678612
155.0,-60.0,15.379363756320139
155.0,-55.0,15.57175677164263
155.0,-50.0,15.373224147372678
155.0,-45.0,15.128325013756895
155.0,-40.0,14.95928425282368
155.0,-35.0,14.88681476694813
155.0,-30.0,14.91127654090074
155.0,-25.0,14.823397136026607
155.0,-20.0,14.616129022777152
155.0,-15.0,14.693378674113411
155.0,-10.0,14.402145074084842
155.0,-5.0,13.134297283583962
155.0,0.0,13.764316217551938
155.0,5.0,14.495518837823974
155.0,10.0,15.080393908207412
155.0,15.0,15.025925546545665
155.0,20.0,14.804094315989069
155.0,25.0,14.800544910718274
155.0,30.0,14.897341245935989
155.0,35.0,14.96694552086114
155.0,40.0,14.976970429325851
155.0,45.0,15.013445725968717
155.0,50.0,15.047333085951276
155.0,55.0,15.060287603497903
155.0,60.0,15.144597675428288
155.0,65.0,15.293119411093533
155.0,70.0,15.242022235373746
155.0,75.0,15.263855895327806
155.0,80.0,15.289472183065156
155.0,85.0,15.312687631770661
155.0,90.0,15.252713668975785
160.0,-90.0,15.01682091453129
160.0,-85.0,15.034403354893575
160.0,-80.0,15.11880018006948
160.0,-75.0,15.115470489480353
160.0,-70.0,15.119482054491844
160.0,-65.0,15.209216797111191
160.0,-60.0,15.399133796870697
160.0,-55.0,15.524960335682168
160.0,-50.0,15.394724276406038
160.0,-45.0,15.154325604434401
160.0,-40.0,14.976003644441022
160.0,-35.0,14.885483323314554
160.0,-30.0,14.892505327877629
160.0,-25.0,14.780446384942685
160.0,-20.0,14.640029781902616
160.0,-15.0,14.629279889344522
160.0,-10.0,14.52326840886686
160.0,-5.0,13.532459050202442
160.0,0.0,13.737977864056937
160.0,5.0,14.630145603234334
160.0,10.0,15.123932155194337
160.0,15.0,15.096606091931696
160.0,20.0,15.045041670157437
160.0,25.0,14.891371468371544
160.0,30.0,14.893768361622055
160.0,35.0,14.960955001681482
160.0,40.0,15.024869440622567
160.0,45.0,15.021927226966426
160.0,50.0,15.063460273283281
160.0,55.0,15.07093501002654
160.0,60.0,15.131160202773884
160.0,65.0,15.30216740024739
160.0,70.0,15.262442928115512
160.0,75.0,15.293331251029969
160.0,80.0,15.287613048304868
160.0,85.0,15.300439153323063
160.0,90.0,15.252713668975785
165.0,-90.0,15.01682091453129
165.0,-85.0,15.054078725815485
165.0,-80.0,15.147009083481487
165.0,-75.0,15.117841681025064
165.0,-70.0,15.13237215361686
165.0,-65.0,15.217266414941971
165.0,-60.0,15.426168831395275
165.0,-55.0,15.516351439157921
165.0,-50.0,15.40636847790832
165.0,-45.0,15.216556404199492
165.0,-40.0,14.989637913782863
165.0,-35.0,14.879211841100032
165.0,-30.0,14.89546908188547
165.0,-25.0,14.805046066456265
165.0,-20.0,14.625617288585877
165.0,-15.0,14.696799750285383
165.0,-10.0,14.738744371533706
165.0,-5.0,14.689616930134468
165.0,0.0,13.89969171574588
165.0,5.0,14.786309208368953
165.0,10.0,15.016521774799479
165.0,15.0,15.049708575484507
165.0,20.0,15.084092442673217
165.0,25.0,15.0284270466707
165.0,30.0,14.92373544802042
165.0,35.0,14.978915336056087
165.0,40.0,15.030276874740292
165.0,45.0,15.041631949040454
165.0,50.0,15.11080021871354
165.0,55.0,15.080135190525121
165.0,60.0,15.16373577651605
165.0,65.0,15.273361963319168
165.0,70.0,15.290938333195664
165.0,75.0,15.300233599843597
165.0,80.0,15.31303238699345
165.0,85.0,15.316774130258828
165.0,90.0,15.252713668975785
170.0,-90.0,15.01682091453129
170.0,-85.0,15.055457998869128
170.0,-80.0,15.146831697896317
170.0,-75.0,15.135372073629817
170.0,-70.0,15.144100210061492
170.0,-65.0,15.240386958125118
170.0,-60.0,15.40020905272275
170.0,-55.0,15.488084832839458
170.0,-50.0,15.453763501457116
170.0,-45.0,15.325787734370467
170.0,-40.0,15.013540380504068
170.0,-35.0,14.870645768985684
170.0,-30.0,14.879728288196967
170.0,-25.0,14.774667616748673
170.0,-20.0,14.596831958490675
170.0,-15.0,14.742147677615474
170.0,-10.0,14.80587266246886
170.0,-5.0,14.137272866968766
170.0,0.0,14.082746142499335
170.0,5.0,14.30035832014057
170.0,10.0,14.84385171595464
170.0,15.0,14.936850014045262
170.0,20.0,14.970979334220026
170.0,25.0,14.975500422146284
170.0,30.0,14.955193433357419
170.0,35.0,14.927650847319105
170.0,40.0,15.08239261022254
170.0,45.0,15.092942771358937
170.0,50.0,15.042373035845836
170.0,55.0,15.028584573176163
170.0,60.0,15.185126158746396
170.0,65.0,15.276188831456247
170.0,70.0,15.275194148419406
170.0,75.0,15.306269352073077
170.0,80.0,15.319127148665203
170.0,85.0,15.321063839125774
170.0,90.0,15.252713668975785
175.0,-90.0,15.01682091453129
175.0,-85.0,15.08229492363059
175.0,-80.0,15.147403368646076
175.0,-75.0,15.138837408103644
175.0,-70.0,15.138425785272403
175.0,-65.0,15.215173739433125
175.0,-60.0,15.329870373942091
175.0,-55.0,15.435352832629173
175.0,-50.0,15.446577225549763
175.0,-45.0,15.35780192231568
175.0,-40.0,15.11880874538716
175.0,-35.0,14.841675246694418
175.0,-30.0,14.808404480447193
175.0,-25.0,14.683107425978745
175.0,-20.0,14.502810808175312
175.0,-15.0,14.751849287616094
175.0,-10.0,14.838803455110135
175.0,-5.0,14.13449850484363
175.0,0.0,14.104797096455725
175.0,5.0,14.307848884995625
175.0,10.0,14.875381722253143
175.0,15.0,14.891851406571265
175.0,20.0,14.89655950675547
175.0,25.0,14.921322803457137
175.0,30.0,14.933433153912683
175.0,35.0,14.96994923318162
175.0,40.0,15.06218443789967
175.0,45.0,15.072430916058982
175.0,50.0,15.060362527553877
175.0,55.0,15.074624914858614
175.0,60.0,15.207406386737112
175.0,65.0,15.258352753263601
175.0,70.0,15.237819897202018
175.0,75.0,15.29790565892355
175.0,80.0,15.34131096227314
175.0,85.0,15.319033750426138
175.0,90.0,15.252713668975785
180.0,-90.0,15.01682091453129
180.0,-85.0,15.082451466994817
180.0,-80.0,15.131243214663295
180.0,-75.0,15.133998294740504
180.0,-70.0,15.15145805474188
180.0,-65.0,15.210301981514808
180.0,-60.0,15.282186435130555
180.0,-55.0,15.382702552258351
180.0,-50.0,15.420734732509207
180.0,-45.0,15.318737325775984
180.0,-40.0,15.130927560372225
180.0,-35.0,14.838224338752468
180.0,-30.0,14.747894542679086
180.0,-25.0,14.58207286755894
180.0,-20.0,14.523803021127666
180.0,-15.0,14.759331312810454
180.0,-10.0,14.795740590350631
180.0,-5.0,14.179244601565292
180.0,0.0,14.122733538823912
180.0,5.0,14.369621049456008
180.0,10.0,14.923208178733738
180.0,15.0,14.833321497092768
180.0,20.0,14.813859867389912
180.0,25.0,14.8328375817506
180.0,30.0,14.885531513930975
180.0,35.0,14.931541360963248
180.0,40.0,14.938883826712276
180.0,45.0,15.00661433777229
180.0,50.0,15.013283969156065
180.0,55.0,15.054387588852746
180.0,60.0,15.214953176362819
180.0,65.0,15.248595732933367
180.0,70.0,15.23370541479989
180.0,75.0,15.27022426315172
180.0,80.0,15.342879448081584
180.0,85.0,15.313231225150801
180.0,90.0,15.252713668975785
185.0,-90.0,15.01682091453129
185.0,-85.0,15.08993292890347
185.0,-80.0,15.13057880963358
185.0,-75.0,15.141881450358314
185.0,-70.0,15.169684694513666
185.0,-65.0,15.16704620775355
185.0,-60.0,15.271009911696822
185.0,-55.0,15.309618490508964
185.0,-50.0,15.349805153378167
185.0,-45.0,15.34493199966107
185.0,-40.0,15.125364368841511
185.0,-35.0,14.872823713357912
185.0,-30.0,14.76629263743256
185.0,-25.0,14.665848446643318
185.0,-20.0,14.725422779451272
185.0,-15.0,14.77284893513105
185.0,-10.0,14.854186373910654
185.0,-5.0,14.074109684753433
185.0,0.0,14.055079996899204
185.0,5.0,14.42472627655813
185.0,10.0,14.84870522579492
185.0,15.0,14.917420365325064
185.0,20.0,14.80847107393502
185.0,25.0,14.773438709942564
185.0,30.0,14.875172402488992
185.0,35.0,14.865924457849845
185.0,40.0,14.899397723118785
185.0,45.0,14.941031178815155
185.0,50.0,14.992128641512407
185.0,55.0,15.082490200203086
185.0,60.0,15.200045758339739
185.0,65.0,15.228878032051508
185.0,70.0,15.231108192339317
185.0,75.0,15.269712879094307
185.0,80.0,15.345858435947452
185.0,85.0,15.30889535391019
185.0,90.0,15.252713668975785
190.0,-90.0,15.01682091453129
190.0,-85.0,15.049761300012884
190.0,-80.0,15.111558289407629
190.0,-75.0,15.137896192905227
190.0,-70.0,15.169436767735814
190.0,-65.0,15.132672093280135
190.0,-60.0,15.222436035990695
190.0,-55.0,15.2865421954158
190.0,-50.0,15.355143821385804
190.0,-45.0,15.325154738263244
190.0,-40.0,15.173642295465578
190.0,-35.0,14.953004489049126
190.0,-30.0,14.841559570517315
190.0,-25.0,14.840875979683348
190.0,-20.0,14.849505905151648
190.0,-15.0,14.778079034042886
190.0,-10.0,14.858448853444546
190.0,-5.0,14.086835340473755
190.0,0.0,14.081186442057609
190.0,5.0,14.501101646446427
190.0,10.0,14.893740360672961
190.0,15.0,14.917846606069338
190.0,20.0,14.999854233241525
190.0,25.0,14.92408844501672
190.0,30.0,14.879483104178183
190.0,35.0,14.945366906713694
190.0,40.0,14.963244074645154
190.0,45.0,15.01555828795784
190.0,50.0,15.031388402334805
190.0,55.0,15.08265677675216
190.0,60.0,15.1819861275121
190.0,65.0,15.244942273347341
190.0,70.0,15.229372524203166
190.0,75.0,15.284663212447471
190.0,80.0,15.337624173850378
190.0,85.0,15.292585784744935
190.0,90.0,15.252713668975785
195.0,-90.0,15.01682091453129
195.0,-85.0,15.047483678902447
195.0,-80.0,15.095692949977302
195.0,-75.0,15.124629864332967
195.0,-70.0,15.153306806089018
195.0,-65.0,15.15828366521672
195.0,-60.0,15.22667854133232
195.0,-55.0,15.281042377180464
195.0,-50.0,15.344002445473379
195.0,-45.0,15.302244384255427
195.0,-40.0,15.186301899075582
195.0,-35.0,14.936472150764235
195.0,-30.0,14.886151458358295
195.0,-25.0,14.942565440699449
195.0,-20.0,14.8761941478752
195.0,-15.0,14.826177801377925
195.0,-10.0,14.8755838044316
195.0,-5.0,14.070324964894276
195.0,0.0,14.217502211274951
195.0,5.0,14.560678018546307
195.0,10.0,14.900773573632616
195.0,15.0,14.930916069487214
195.0,20.0,14.971987043697789
195.0,25.0,14.981918324007921
195.0,30.0,14.969477518734964
195.0,35.0,14.981756227915316
195.0,40.0,14.978779430579182
195.0,45.0,15.018034229208078
195.0,50.0,15.045488388754286
195.0,55.0,15.088762542216275
195.0,60.0,15.152306695704494
195.0,65.0,15.221292986959229
195.0,70.0,15.226401240620296
195.0,75.0,15.279109784971888
195.0,80.0,15.33157056107531
195.0,85.0,15.275125782444826
195.0,90.0,15.252713668975785
200.0,-90.0,15.01682091453129
200.0,-85.0,15.050628329091156
200.0,-80.0,15.089661224943463
200.0,-75.0,15.118669114167133
200.0,-70.0,15.098211658254016
200.0,-65.0,15.111235962725214
200.0,-60.0,15.233332691955942
200.0,-55.0,15.333980982739487
200.0,-50.0,15.324152389779776
200.0,-45.0,15.27145401603205
200.0,-40.0,15.12756540405043
200.0,-35.0,14.942974876467936
200.0,-30.0,14.925244015256744
200.0,-25.0,14.967169024829692
200.0,-20.0,14.895909142523792
200.0,-15.0,14.897046671024041
200.0,-10.0,14.840456309596659
200.0,-5.0,14.256240044830937
200.0,0.0,14.23303056899629
200.0,5.0,14.744145478295724
200.0,10.0,15.002733951954378
200.0,15.0,14.948745918359586
200.0,20.0,15.018460560637578
200.0,25.0,15.049602524764541
200.0,30.0,15.082056360486401
200.0,35.0,15.015672219847394
200.0,40.0,15.0403066041064
200.0,45.0,15.019427513277625
200.0,50.0,15.00879771242255
200.0,55.0,15.122191134443606
200.0,60.0,15.156379587913378
200.0,65.0,15.176454489414686
200.0,70.0,15.218506943734425
200.0,75.0,15.28797014424215
200.0,80.0,15.315774949591189
200.0,85.0,15.273253021441208
200.0,90.0,15.252713668975785
205.0,-90.0,15.01682091453129
205.0,-85.0,15.047721868941425
205.0,-80.0,15.077515415952414
205.0,-75.0,15.08840990494088
205.0,-70.0,15.052653640821973
205.0,-65.0,15.092152158972919
205.0,-60.0,15.227389844901285
205.0,-55.0,15.320528764948273
205.0,-50.0,15.315343717899149
205.0,-45.0,15.221133317707844
205.0,-40.0,15.036236223309158
205.0,-35.0,14.944575565537203
205.0,-30.0,14.914477837838541
205.0,-25.0,15.009717137774748
205.0,-20.0,14.955887093267549
205.0,-15.0,14.96517846984417
205.0,-10.0,14.888955854332787
205.0,-5.0,14.289210742725665
205.0,0.0,14.70491606876833
205.0,5.0,14.769210875023317
205.0,10.0,15.050207759797157
205.0,15.0,15.040884794840364
205.0,20.0,15.087220112137588
205.0,25.0,15.045633429303177
205.0,30.0,15.116418497355156
205.0,35.0,15.069143402644585
205.0,40.0,15.031929910425562
205.0,45.0,14.966560259478076
205.0,50.0,15.05192738815406
205.0,55.0,15.12933848628873
205.0,60.0,15.158805425872082
205.0,65.0,15.144496535494161
205.0,70.0,15.228219072401332
205.0,75.0,15.287807834244946
205.0,80.0,15.317079072551898
205.0,85.0,15.283470671363734
205.0,90.0,15.252713668975785
210.0,-90.0,15.01682091453129
210.0,-85.0,15.050025531683001
210.0,-80.0,15.069338591508728
210.0,-75.0,15.064315406712494
210.0,-70.0,15.040490866967406
210.0,-65.0,15.091783779568962
210.0,-60.0,15.159075427264247
210.0,-55.0,15.306607011175604
210.0,-50.0,15.314538532170621
210.0,-45.0,15.183693412704192
210.0,-40.0,14.977034587868182
210.0,-35.0,14.935075150725543
210.0,-30.0,14.945127563843004
210.0,-25.0,15.06183754826749
210.0,-20.0,15.025664272709662
210.0,-15.0,14.97663213283466
210.0,-10.0,14.935039267255616
210.0,-5.0,14.700679870652536
210.0,0.0,14.75684161546904
210.0,5.0,14.903468606994995
210.0,10.0,15.07783822286983
210.0,15.0,14.999001063354262
210.0,20.0,15.06250265231018
210.0,25.0,15.127669165856632
210.0,30.0,15.109620922620099
210.0,35.0,15.096539799521377
210.0,40.0,15.020648376346216
210.0,45.0,14.952373233648485
210.0,50.0,15.028426712080536
210.0,55.0,15.11024316103264
210.0,60.0,15.166016026828828
210.0,65.0,15.154410276158872
210.0,70.0,15.241386258227582
210.0,75.0,15.280732941053948
210.0,80.0,15.31179383621685
210.0,85.0,15.279392787525353
210.0,90.0,15.252713668975785
215.0,-90.0,15.01682091453129
215.0,-85.0,15.039757642530914
215.0,-80.0,15.041102368742779
215.0,-75.0,15.035525778861858
215.0,-70.0,14.962168949263805
215.0,-65.0,14.976906113280682
215.0,-60.0,15.109945978976933
215.0,-55.0,15.250822698261109
215.0,-50.0,15.280100039513306
215.0,-45.0,15.169645994560923
215.0,-40.0,15.024010464028802
215.0,-35.0,14.95181823168016
215.0,-30.0,15.014785091518583
215.0,-25.0,15.08999884655696
215.0,-20.0,15.028016702774776
215.0,-15.0,14.946177683836629
215.0,-10.0,14.947310465001244
215.0,-5.0,14.718562804738553
215.0,0.0,14.706164947252448
215.0,5.0,14.971691543977897
215.0,10.0,15.197360235973095
215.0,15.0,15.118970915473971
215.0,20.0,15.145330598488242
215.0,25.0,15.096586284953558
215.0,30.0,15.103535015973776
215.0,35.0,15.053259125473529
215.0,40.0,14.976695937479786
215.0,45.0,14.93795991956597
215.0,50.0,14.999483373468136
215.0,55.0,15.088513446506145
215.0,60.0,15.204476581166357
215.0,65.0,15.188133261553023
215.0,70.0,15.26623670332926
215.0,75.0,15.281304171592422
215.0,80.0,15.311459397012591
215.0,85.0,15.281943428583864
215.0,90.0,15.252713668975785
220.0,-90.0,15.01682091453129
220.0,-85.0,15.038304371535554
220.0,-80.0,15.04983470585068
220.0,-75.0,14.997993269805818
220.0,-70.0,14.967688228078957
220.0,-65.0,14.94721381158259
220.0,-60.0,15.059499350253924
220.0,-55.0,15.1581887360531
220.0,-50.0,15.23289240181716
220.0,-45.0,15.187267454566715
220.0,-40.0,15.068534602591718
220.0,-35.0,15.04788289924561
220.0,-30.0,14.991934157613686
220.0,-25.0,15.037552973798665
220.0,-20.0,15.069406199781891
220.0,-15.0,15.060596553520252
220.0,-10.0,15.011083516604298
220.0,-5.0,14.732084215923946
220.0,0.0,14.674069355327164
220.0,5.0,15.008733502836334
220.0,10.0,15.14594809250693
220.0,15.0,15.17642595167921
220.0,20.0,15.16275285080827
220.0,25.0,15.13302638411034
220.0,30.0,15.059001209099533
220.0,35.0,15.030089682296861
220.0,40.0,14.998796312084044
220.0,45.0,14.940836791244594
220.0,50.0,14.997379477249936
220.0,55.0,15.095318864662815
220.0,60.0,15.205662940490086
220.0,65.0,15.197493352876116
220.0,70.0,15.28222074137261
220.0,75.0,15.319274951532519
220.0,80.0,15.300871009907246
220.0,85.0,15.250455286515148
220.0,90.0,15.252713668975785
225.0,-90.0,15.01682091453129
225.0,-85.0,15.038318433574736
225.0,-80.0,15.032253676704848
225.0,-75.0,15.033960460782849
225.0,-70.0,14.988489017205298
225.0,-65.0,14.928604422627402
225.0,-60.0,15.027706228267338
225.0,-55.0,15.070492478888651
225.0,-50.0,15.14992350887955
225.0,-45.0,15.191754871317338
225.0,-40.0,15.14157176517412
225.0,-35.0,15.028131344227294
225.0,-30.0,15.015790398293094
225.0,-25.0,15.037982171316546
225.0,-20.0,15.017885154485809
225.0,-15.0,14.992567741118622
225.0,-10.0,15.01386471993244
225.0,-5.0,14.643495217804613
225.0,0.0,14.650735438805444
225.0,5.0,14.852693517672785
225.0,10.0,15.164061382857682
225.0,15.0,15.200551276014597
225.0,20.0,15.132878827478143
